,date,title,source,contents,link
461,14시간 전,"전북 오리농가 '겨울철 사육제한' 보상, 제도화",전북일보,농가의 겨울철 사육이 제한됐던 가운데 이에 대한 손실 보상 방안이 제도화됐다. 농림축산식품부는 7일 '가축전염병 예방법 시행령'을 개정·공포했다. 시행령에 따라 겨울철 오리 사육 휴지기 동안 발생하는 손실액에...,https://www.jjan.kr/article/20230607580164
462,6분 전,"전남도, 올겨울 조류인플루엔자 사전 방역 나서",시민일보,2023~2024년 겨울철 고병원성 조류인플루엔자 발생 예방을 위해 6월부터 사전 방역 대책을 본격 추진한다고... 있다”며 “민·관이 합심해 방역의식을 높이고 방역시설을 보강해 올 겨울철을 대비해야 한다”고 말했다.,https://www.siminilbo.co.kr/news/newsview.php?ncode=1160260513125169
463,2시간 전,"겨울패딩을 여름에...유통가, 역시즌 마케팅 '활발'",일간스포츠,역시즌 상품이란 한 여름에 겨울옷을 판매하는 것을 말한다. 공장 가동이 몰리는 하반기를 피해 여름에 고가의 겨울옷을 만들어 원가를 낮추겠다는 전략이다. 지금까지 해마다 6월 중순 이후 역시즌 판매를 시작했는데...,https://isplus.com/article/view/isp202306070117
464,6분 전,"부천시, 겨울 취약계층 지원 우수 평가…경기지사 표창 수상",아시아투데이,경기 부천시는 경기도 주관 '겨울철 취약계층 지원 우수사례' 평가에서 동절기 복지사각지대 발굴·지원 우수지자체로 선정돼 경기도지사 표창을 받았다고 8일 밝혔다.경기도는 지난해 11월부터 올해 2월 겨울철 취약계층...,https://www.asiatoday.co.kr/view.php?key=20230608010003165
465,1일 전,"겨울에도 문제 없다?…中 스타트업 ""추위 영향 없는 전기차 배터리 개발""",SBS Biz,중국 배터리 스타트업이 추운 날씨에도 성능을 유지할 수 있는 전기차용 배터리를 개발했다고 주장했습니다. 6일(현지시간) 블룸버그 통신에 따르면 그레이터베이테크놀로지는 초전도 재료로 만들어진 자사 배터리...,https://biz.sbs.co.kr/article_hub/20000121270?division=NAVER
466,1일 전,'김은중호 칸나바로' 최석현 키 크지 않는데도 센터백 경쟁력 발휘 2가지 이유...,스포츠조선,"다만 최석현의 거취는 올 겨울 다시 논의될 것이다. 콜업 또는 임대 여부가 있을 수 있고, 해외에서도 제안이 올 수도 있다. 다양한 조건을 열어놓고 거취를 결정할 것""이라고 전했다.",http://sports.chosun.com/news/ntype.htm?id=202306070100043260005206&servicedate=20230606
467,21시간 전,무더위 앞두고…취약층 1.5만가구에 고효율 냉방기기 지원,뉴시스언론사 선정,올겨울 난방비 부담이 가중될 것을 우려해 단열을 개선하고 고효율 보일러를 설치하는 등 난방 기기 공급도 추진한다. 앞서 산업부는 지난 3월부터 해당 사업을 추진하기 위해 지원 대상을 미리 신청 받았다. 냉방...,http://www.newsis.com/view/?id=NISX20230607_0002329837&cID=10401&pID=10400
468,21시간 전,“이미 너무 비싼데?” 항공 요금 10~15년간 더 오른다,조선일보언론사 선정,"에미레이트 항공은 “지난해 겨울에 우리가 판매한 좌석 1개당 수요가 5명이었다”며 “사람들은 (높아진) 새로운 요금 수준에도 몰려들고 있다”고 말했다. 한편, IATA에 따르면 전세계 항공사는 올해 8000억 달러...",https://www.chosun.com/economy/economy_general/2023/06/07/6HR64JYGZJAQVE2CCJALEYVMF4/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
469,1일 전,"[사이언스샷] 북극 온난화 막는 해빙이 무너진다, 소멸 시기 10년 당겨져",조선비즈언론사 선정,북극 해빙은 원래 기온이 올라가는 여름에는 면적이 감소했다가 겨울이 되면 다시 늘기를 반복했다. 해빙... 최근 한반도를 강타한 겨울철 기록적인 한파가 대표적인 예이다. 북극 찬 공기는 제트기류(Jet Stream)라는...,https://biz.chosun.com/science-chosun/nature-environment/2023/06/07/T66FLBEKB5ATFAIBMCEW4HKYLU/?utm_source=naver&utm_medium=original&utm_campaign=biz
470,16시간 전,"서울, 수소버스 달린다는데…핵심은 ‘충전 인프라’",뉴스토마토,"전기차와 달리 겨울철 추위로 효율성이 떨어질 우려를 하지 않아도 됩니다. 수소버스는 기존 버스에 비해 급출발, 급정거, 차내 진동 등이 적어 승객들의 승차감이 만족감이 높고, 운전원도 피로감이 적습니다. 서울...",http://www.newstomato.com/ReadNews.aspx?no=1190095&inflow=N
471,18시간 전,"인천 동구, 버스승강장 환경개선 완료",아시아투데이,"아울러 겨울철 한파에 대비하기 위해 설치했던 비닐 형태의 탈부착식 바람막이의 단점을 보완하기 위해 강화유리와 승강장 재질의 프레임으로 보강한 고정형 바람막이도 6곳에 설치했다.김찬진 동구청장은 ""지역...",https://www.asiatoday.co.kr/view.php?key=20230607010002843
472,2시간 전,스포츠는 만국 공통어…“좌충우돌해도 축구로 쉽게 통해”,한겨레,2년 전 프로축구 인천 유나이티드에서 은퇴한 뒤 지난겨울 가족과 함께 이주한 김태호(33) 역시 이스트코스트베이스의 중앙 수비수로 이주민 초년기를 보내고 있다. 그도 “인천에서 뛰었을 때 외국인 선수가 불편해할까...,https://www.hani.co.kr/arti/society/society_general/1095028.html
473,15시간 전,‘무좀’ 여름에 더 가려운데… 피부과 의사가 제시하는 해결책,헬스조선언론사 선정,겨울에는 별다른 증상이 없다가 여름이 되면서 유독 가려워졌다는 것이다. 무좀은 피부의 곰팡이균(피부사상균)에 감염돼 나타나는 질환으로 가려움증을 유발한다. 정말 무좀의 가려움 증상은 여름철에 더욱 심해질까?...,https://health.chosun.com/site/data/html_dir/2023/06/07/2023060702317.html
474,11시간 전,세월교 철거 주민 반대…‘관광 자원’ vs ‘위험 건축물’,KBS,"여름철엔 시민들의 피서지로, 겨울철엔 빙어낚시 명소로 지역 주민의 사랑을 받았습니다. 2019년엔 바로 옆에 윗샘밭교가 준공되면서 철거 방침이 세워졌습니다. 하지만 찬반 논란이 커 차일피일 미뤄져 왔습니다. 그런데...",https://news.kbs.co.kr/news/view.do?ncd=7694037&ref=A
475,1일 전,"'8번 이혼' 유퉁 ""33살 연하 아내, 바람 피고 임신…용서"" (근황올림픽)[종합...",엑스포츠뉴스,"겨울에는 스키도 배웠다""고 전했다. 또 ""한국 와서 제일 좋은 건 아빠랑 있다는 거다. 몽골에서 아빠가 너무 보고 싶어서 기도도 했다. 아빠는 가족도 별로 없다. 엄마는 가족이 진짜 많지 않나. 아빠랑 있을 때마다 저는...",https://www.xportsnews.com/article/1732647
476,6시간 전,"[경제포커스] 유럽 가스대란, ‘따뜻한 날씨’가 해결한 게 아니다",조선일보,"천연가스 가격 폭등세는 그해 겨울까지 이어질 것이 불 보듯 뻔해 보였다. 지인이 천연가스 선물에 투자한... 지난겨울 유럽 가스대란을 막은 것은 ‘따뜻한 날씨’로 알려져 있지만, 실상은 애덤 스미스가 말한 ‘보이지...",https://www.chosun.com/opinion/economic_focus/2023/06/08/OGVSSTH5MFACNL2ML7V4KZZBRA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
477,5시간 전,지금도 냉방비 폭탄 걱정인데… 전기요금 또 오르나,국민일보,본격적인 여름철을 앞두고 전기요금이 또 인상된다면 지난 겨울 난방비 대란에 이은 냉방비 폭탄이 불가피할 전망이다. 내년 총선을 고민하는 여권 내부에서도 우려의 목소리가 나오면서 3분기 요금이 동결될...,https://news.kmib.co.kr/article/view.asp?arcid=0924306010&code=11151100&cp=nv
478,17시간 전,월급이 1년에 8천원 오른다…이게 임금 인상이야?,한겨레언론사 선정,겨울방학과 연말 시즌을 앞둔 10월에도 줄이 길어진다. 외국 학교에 가는 사람이 많다. 새 학기를 앞둔 1월과 2월도 북적인다. 여권 신청에는 준비할 서류가 많다. “여권은 국제신분증을 만드는 일이니 정확해야 해요.”...,https://www.hani.co.kr/arti/society/society_general/1094931.html
479,1일 전,30년 軍 전문가의 변신 “행복은 흐르게 하는 것”[ESF 2023],이데일리언론사 선정,"민주평화통일자문회의 운영위원회 간사 △2017~2022년 강원도청 군관협력전문관 △강원연구원 통일국방센터 연구원 △저서 ‘은퇴 없이 농촌 출근’ 시집 ‘완당의 겨울’, ‘내 소원 뭐냐 하시면’",http://www.edaily.co.kr/news/newspath.asp?newsid=01121766635639424
480,1일 전,"[사이언스샷] 북극 온난화 막는 해빙이 무너진다, 소멸 시기 10년 당겨져",조선비즈언론사 선정,북극 해빙은 원래 기온이 올라가는 여름에는 면적이 감소했다가 겨울이 되면 다시 늘기를 반복했다. 해빙... 최근 한반도를 강타한 겨울철 기록적인 한파가 대표적인 예이다. 북극 찬 공기는 제트기류(Jet Stream)라는...,https://biz.chosun.com/science-chosun/nature-environment/2023/06/07/T66FLBEKB5ATFAIBMCEW4HKYLU/?utm_source=naver&utm_medium=original&utm_campaign=biz
481,18시간 전,"태양광 발전소 사업자들, 정부에 소송 제기… “특정 시간 전기 출력 제한은 ...",조선비즈언론사 선정,"추운 겨울이 끝나고 전기 사용량이 줄어드는 봄철에 접어들면서 출력 제한 요구를 받는 사업자들은 계속 늘고 있다. 과거 재생에너지 출력 제한은 제주 지역에 집중됐지만, 최근에는 태양광 설비가 늘고 있는 호남과...",https://biz.chosun.com/topics/law_firm/2023/06/07/HH5LPWOSZFBBJAXCU2HZF676PM/?utm_source=naver&utm_medium=original&utm_campaign=biz
482,18시간 전,대전 ‘목척교’ 새 야간명소로 재탄생,매일경제,목척교 야간경관은 △봄(식물이 자라나는 새싹느낌) △여름(시원한 물속 바다 느낌) △가을(붉게 물들은 단풍 느낌) △겨울(차가운 겨울나라 느낌) 등 4계절 느낌을 표현한다. 또한 상징조형물 내부에 화려한 은하수...,https://www.mk.co.kr/article/10754283
483,2시간 전,"""빚내서 집 사라"" 이후 어땠나?...9년 만에 소환되는 최경환",YTN언론사 선정,"""부동산 규제는 한겨울에 여름옷을 입는 격"" 최경환 전 경제부총리가 했던 유명한 말이다. 두고두고 회자된다. '한겨울론', '한겨울 여름옷론'으로 불린다. 이 말은 박근혜 정부 경제부총리에 내정된 날 나왔다. 정확히 9년...",https://www.ytn.co.kr/_ln/0102_202306080700014036
484,19시간 전,"박보균 ""K-컬처 바탕은 책, 세계적 도약""…출판진흥 비전 선포(종합)",연합뉴스,"이어 겨울서점 채널 운영자 김겨울 씨가 진행한 K-북 콘서트에는 안데르센상 수상자인 그림책 작가 이수지를 비롯해 소설가 장강명, 시인 안희연, 편집장 겸 작가 엄지혜, 만화가 겸 국어학자 김슬옹 등이 패널로...",https://www.yna.co.kr/view/AKR20230607054651005?input=1195m
485,4시간 전,"메시의 MLS 인터 마이애미행, '낭만' 아니지만 '자존심' 지켰다",엑스포츠뉴스,지난 겨울부터 메시에 대한 인터 마이애미의 러브콜이 있었는데 이번에 결실을 맺게 됐다. 인터 마이애미는 메시의 유력 행선지로 꼽히진 않았다. 올 여름 프랑스 파리생제르맹(PSG)과 2년 계약이 끝나는 메시의 추후...,https://www.xportsnews.com/article/1733129
486,1일 전,가축전염병 '중대 방역기준' 위반 시 농장 폐쇄… 10월부터 시행,머니S언론사 선정,농림축산식품부가 오리 사육 농가의 겨울철 사육제한(일명 휴지기제)에 대한 손실 보상을 제도화하고 중대... 농가 겨울철 휴지기제에 대한 손실 보상의 근거를 법제화하는 데 초점을 맞췄다. 각 지방자치단체가 오리...,http://moneys.mt.co.kr/news/mwView.php?no=2023060616040788008
487,2시간 전,"""TV를 벗어나라"" 홈쇼핑 업계의 '변심'",아이뉴스24언론사 선정,"미국 프리미엄 데님 브랜드 '조스진(Joe’s Jeans)'은 오는 가을·겨울(F·W)시즌 사업 전개를 목표로 하고 있다. 홈쇼핑 업계 관계자는 ""홈쇼핑 산업의 하락세 전망이 나오면서 업체들이 '탈 TV'를 추구하고 있지만 이는 'TV...",http://www.inews24.com/view/1600717
488,15시간 전,"최고의 시즌 보낸 이강인, 팬들 환대 속에 귀국",뉴스1,"뉴캐슬, 브라이튼, 애스턴 빌라, 번리(이상 잉글랜드), AC밀란(이탈리아) 등의 관심을 받았다. 이강인은 이미 지난 1월 겨울 이적 시장에도 유수의 팀들에게 러브콜을 받았지만 마요르카의 반대로 이적이 무산된 바 있다.",https://www.news1.kr/articles/5070158
489,2시간 전,‘닥터 둠’ 누리엘 루비니 “추악한 미래로 인류 파멸되지 않으려면…”[인터...,경향신문언론사 선정,"전쟁이 일어난다면 세계 경제 파탄뿐 아니라 지구 파괴, 핵전쟁, 핵겨울과 같은 결과로 이어지기 때문에 실제 일어나지는 않을 것이라 믿는다. 싸움은 언제나 있을 수 있다. 그러나 그 싸움에서 승자는 없을 것이다.” - 그럼...",https://www.khan.co.kr/economy/economy-general/article/202306080701001
490,1일 전,'반갑다 초원아'...대관령 한우 올해 첫 방목,YTN,축구장 250개가 넘는 면적의 초원에서 소들이 지내는 기간은 앞으로 다섯 달. 대관령은 겨울이 다른 지역보다 일찍 찾아오는 만큼 소들은 오는 10월 말 다시 축사로 돌아갑니다. YTN 송세혁입니다. 촬영기자 김동철,https://www.ytn.co.kr/_ln/0115_202306070131021785
491,13시간 전,"'뉴진스의 아버지' 250 부천에…""'영화+' 올해는 K팝""",맥스무비,"모은영 프로그래머는 ""최민식이 직접 선정한 10편과 함께 80년대에 촬영한 단편 '수증기' '겨울의 길목'도 상영한다""고 기대감을 높였다.이를 포함해 51개국 262편이 상영된다. 이 가운데 장편 23편, 단편 58편, XR 2편이...",http://news.maxmovie.com/433682
492,1시간 전,성동구 생활밀착정책 아이디어 공모 13개 채택,아시아경제,"겨울철 폭설이나 결빙으로 인해 승·하차 시 낙상사고가 발생할 수 있어 미끄러질 위험이 있는 지점에 열선을 깔아, 신속한 제설로 안전사고를 예방할 수 있는 제안이다. 성동구는 이런 제안을 반영, 버스정류장 승·하차...",https://view.asiae.co.kr/article/2023060807512032843
493,14시간 전,"울버햄프턴 황희찬의 목표 ""팀과 함께 유럽 대항전 진출""",일간스포츠,"황희찬 역시 ""겨울 휴식기, 월드컵이 끝난 뒤 우리가 원하는 모습을 보여줬다""고 돌아봤다. 이어 후반기 상승세에 대해 ""팬들의 응원이 항상 큰 도움이 됐다""며 감사를 전했다. 끝으로 다음 시즌 목표에 대해선 ""우리는...",https://isplus.com/article/view/isp202306070097
494,1시간 전,한국산악회의 힘! 회원 모금으로 수락산장 살린다,월간 산,"겨울철에는 수락산장 아래에 있는 금류폭포와 은류폭포에서 빙벽 훈련을 할 수도 있고, 다른 계절에는 수락산 정상 인근 바위에서 암벽훈련도 할 수 있어요. 등산학교 훈련지로 제격이죠. 야간산행, 산장음악회 등 다양한...",http://san.chosun.com/news/articleView.html?idxno=22700
495,23시간 전,글은 비유의 바다를 유영한다,머니투데이,"이 뻔뻔스러운 바윗돌은 겨울철의 홍수가 큰 폭우에 힘입어 그 밑을 허물고 벼랑 가에서 밀어내면, 껑충 뛰어오르며 날아가고 그 밑에서는 숲이 우지끈댄다.*그러나 이도메네우스도 응석둥이처럼 공포에 사로잡히지 않고...",http://news.mt.co.kr/mtview.php?no=2023060709237838366
496,15시간 전,덕산기 계곡에 울려퍼진 오케스트라,오마이뉴스,"▲ 숲속책방 내부 ⓒ 이정근 2022년 겨울, 건축허가를 득하고 신축공사를 시작했다. 눈보라가 휘몰아치는 날이었다. 난관은 여러 곳에서 드러났다. 전문가가 아니기 때문에 서툴렀다. 하지만 극복하여 금년 봄에 마쳤다....",https://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002934004&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news
497,13시간 전,"'비밀의 여자' 신고은, 의식 회복하나…母 방은희 ""살아 있다고 느껴""",뉴스1,"정겨울(신고은 분)이 눈을 떴다. 앞서 오세린과 서태양은 서로에 대한 오해를 풀고 좋아하는 마음을... 이 가운데 오랫동안 의식이 없던 정겨울이 눈을 떠 긴장감을 유발했다. 담당 간호사가 이를 발견하고 ""저 보이시냐...",https://www.news1.kr/articles/5070185
498,1시간 전,[정대균이 만난 사람]제네시스 포인트 1위 이재경…“이제 시작이다”,국민일보,이재경은 “작년 겨울 미국 전지훈련에서 그동안 쇼트 게임만 배웠던 박창준 프로님과 아예 모든 스윙을 개조하는 작업에 들어갔다”면서 “그런 노력에 힘입어 이제는 내 스윙에 어느 정도 확신이 생겼다. 그게...,https://news.kmib.co.kr/article/view.asp?arcid=0018340741&code=61161511&cp=nv
499,12시간 전,<뉴스브릿지> '돌조각'으로 세계 정복…인류의 발전 가른 구석기,EBS,다만 이제 발굴이나 지표 조사 같은 야외 조사가 저한테는 굉장히 육체적인 고단함을 줄 때가 있는데 예를 들어 한여름에 아주 뜨거운 뙤약볕 또 겨울에 그 차가운 바람 이런 것들은 젊은 친구들도 굉장히 고통스러워 하는...,http://news.ebs.co.kr/ebsnews/allView/60357847/N
500,14시간 전,호흡기 위협하는 의외의 복병 ‘OO’,헬스조선언론사 선정,"호흡기 건강을 위협하는 미세먼지, 꽃가루, 감기 바이러스 등은 주로 환절기나 겨울에 심해지는 경향이 있다. 그러다보니 여름에 가까워질수록 많은 사람이 호흡기 건강은 방치하는데, 한여름에도 호흡기 건강을...",https://health.chosun.com/site/data/html_dir/2023/06/07/2023060702314.html
501,2시간 전,"日자민당, 증세 외 방위비 확보 제언안 초안 작성",파이낸셜뉴스언론사 선정,"정부는 지난해 겨울 '2024년 이후 적절한 시기'에 법인세 증세 등으로 방위비 증액분을 충당한다는 방침을 정한 바 있다. 제언안은 '2025년 이후의 적절한 시기로 하는 유연한 판단도 가능하게 하려면, 세제 조치 이외의...",http://www.fnnews.com/news/202306072333287011
502,7시간 전,"[날씨] 10년 빨라진 북극 해빙 소멸...""2030년 9월 사라져""",YTN언론사 선정,"겨울이면 온 바다가 얼어붙고, 여름엔 녹아 물에 둥둥 떠 있는 얼음조각이 됩니다. 북극이 지구 온난화 영향을 가장 크게 받으면서 매년 면적이 줄고 있는데, 2040년 여름에는 얼음이 완전히 소멸할 것으로 전망됐습니다....",https://www.ytn.co.kr/_ln/0108_202306080127145416
503,1일 전,"'52㎐ 고래' 여의도 등장?…방탄소년단, 10주년 페스타 '스토리텔링' 관심",뉴시스,"""또 겨울이 와도 / 누가 날 막아도 걸어가 / 위 아 위 아 포에버 불릿프루프(예 위 갓 투 헤븐)(We are we are forever bulletproof(Yeah we got to heaven)) / 다신 멈추지 않을래 / 여기 우리가 함께이기에""('위 아 불릿프루프 : 더...",http://www.newsis.com/view/?id=NISX20230607_0002329347&cID=10601&pID=10600
504,16시간 전,"한국인이 가장 사랑한 자연주의 피아니스트 조지 윈스턴, 별세",뉴스1,"윈스턴은 1980년대 초에 미국에서 플래티넘 인증을 받은 '가을'(Autumn) '봄으로 가는 겨울'(Winter Into Spring) 그리고 '12월'(December)이라는 트리오 음반으로 유명해졌다. 그의 음악에는 클래식, 재즈, 포크, 앰비언트...",https://www.news1.kr/articles/5070014
505,42분 전,"이디야커피, 생과일주스 3종 출시 2주 만에 30만 잔 돌파",뉴스1,여름철 갈증해소에 좋은 제철 수박과 토마토를 활용하는 것은 물론 지난 겨울에는 논산 딸기를 활용한 다양한 시즌 메뉴를 선보이고 있다. 유통 활성화를 통한 지역 농가와의 상생 전략을 이어나가고 있다. 이디야커피...,https://www.news1.kr/articles/5070402
506,6시간 전,"조지 윈스턴 별세...“사계절은 나의 영감, 난 그걸 담는 사서였을 뿐”",조선일보언론사 선정,"1972년 첫 앨범을 냈고 1980년 ‘가을(Autumn)’과 1982년 ‘겨울에서 봄으로(Winter to Spring)가 각각 100만장 이상, 같은 해 ‘디셈버(December)’가 300만장 이상 팔리는 등 ‘플래티넘’ 앨범을 연달아 냈다. 16개 음반을 1500만장...",https://www.chosun.com/culture-life/culture_general/2023/06/08/2PVA52MEXRHIVK6324T63RIRNA/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news
507,10시간 전,"'곰의 탈 쓴 여우' 양의지 ""올해 통산 50도루 채우겠다""",연합뉴스,이승엽 두산 감독이 지난 겨울 지휘봉을 잡은 뒤 구단 프런트에 자유계약선수(FA) 양의지만은 꼭 잡아달라고 요청한 이유다. 7일 서울 잠실구장에서 열린 2023 프로야구 한화 이글스와 경기는 양의지의 진가를 제대로 알...,https://www.yna.co.kr/view/AKR20230607170300007?input=1195m
508,19시간 전,"한국타이어, 8월까지 전기차 전용 타이어 '아이온 에보' 특별 혜택",뉴시스,특히 이번 프로모션에 참여한 고객은 한국타이어 전기차 전용 겨울용 제품 '아이온 아이셉트(iON i*cept)' 재구매 혜택도 받을 수 있다. 행사 제품 구매 고객 전원에 발급되는 ‘아이온 아이셉트 3+1 쿠폰’을 활용하면...,http://www.newsis.com/view/?id=NISX20230607_0002330119&cID=10807&pID=10800
509,18시간 전,[제약업계 소식] 6월 7일,의사신문,"전시명 '여름생색'은 '여름 생색은 부채요, 겨울 생색은 달력이라(鄕中生色 夏扇冬曆)'는 속담에서 유래했다. 전시를 총괄 기획한 동화약품 윤현경 상무는 ""작가들의 개성과 재치로 새롭게 탄생한 부채 작품들을...",http://www.doctorstimes.com/news/articleView.html?idxno=223068
510,9시간 전,[명경대] 벙어리뻐꾸기의 꿈,강원도민일보,봄철 한국을 포함한 동아시아에서 번식하고 겨울에는 동남아 등으로 날아가 월동한다. 국립 생물자원관이... 라민지닝에서 겨울을 난 것이 처음으로 확인됐다. 이 새는 우리나라에서 번식하는 같은 종 개체들의...,http://www.kado.net/news/articleView.html?idxno=1187245
511,21시간 전,"노병은 죽지 않는다, 사라지지도 않는다",중앙일보,"겨울 동안 흘린 땀을 눈으로 확인할 수 있었다. 그는 ""작년에 준비를 많이 했는데도, 시즌이 시작되니 달랐다. 내가 나이든 걸 실감했다""고 했다. 그는 ""(이)대호 형처럼 좋은 성적을 내고 은퇴할 수 없을 것 같다...",https://www.joongang.co.kr/article/25168097
512,15시간 전,투명한 선율 들려준 ‘자연주의 피아니스트’ 조지 윈스턴 별세,한겨레,"그는 1980년대 초반 &lt;가을&gt;에 이어 &lt;겨울에서 봄으로&gt;, &lt;12월&gt; 등 3장의 앨범을 내놓으며 자신만의 독특한 음악 세계를 펼쳐냈다. 그가 50여년의 활동 기간 전 세계에 판매한 음반은 1,500만장이 넘는다. 그는 스스로 ‘포크...",https://www.hani.co.kr/arti/culture/music/1094966.html
513,17시간 전,"제27회 BIFAN, 개막작은 아리 에스터作…K팝·웹툰 아우른 영화+(종합)[N현장...",뉴스1,그 중에는 한국영상자료원과 공동으로 디지털 복원한 두 편의 한국영화아카데미 단편 출연작 '수증기'(1988)와 '겨울의 길목'(1989)을 비롯해 '우리들의 일그러진 영웅'(1992) '쉬리'(1999) '해피엔드'(1999) '파이란'(2001)...,https://www.news1.kr/articles/5069931
514,1시간 전,박상 '신씨복위소'와 조광조 '참혹한 화',광주드림,"(走肖爲王)'으로 국왕을 흔들며 이들의 사주를 받은 훈련원 병사가 시위하였다. 마침내 밀지가 내렸으니 1519년 겨울 11월 15일 신무문(神武門)의 정변, 기묘사화였다. 글쓴이 이종범 전 한국학호남진흥원장",http://www.gjdream.com/news/articleView.html?idxno=628930
515,3시간 전,끝내 낭만은 없었다...메시가 바르사 못 간 '두 가지' 이유,포포투,"메시는 2021-22시즌 겨울 이적시장에서 PSG에 합류했다. 이 당시 바르셀로나는 성적 부진과 재정 부족에 시달리고 있었는데, 그 이유로 메시를 지목하며 정치적으로 이용했다. 이에 메시는 구단과 사이가 틀어졌고...",http://www.fourfourtwo.co.kr/news/articleView.html?idxno=35269
516,1일 전,“누렇게 변한 소나무숲”…해충 확산에 고사 위기,KBS,"[박형기/신안군 증도면 : ""이 나무가 고사하면 겨울에 북서풍이 강하게 불 때 모랫바람과 해풍으로 인한 농작물 피해 등 마을 주민들 삶에 굉장한 피해가 우려되는데….""] 솔껍질깍지벌레는 재선충과 함께 대표적인 소나무...",https://news.kbs.co.kr/news/view.do?ncd=7693130&ref=A
517,1일 전,"영국 언론 '김민재 맨유행' 본격 거론…스카이스포츠 ""바이아웃 KIM 오랜 관심...",엑스포츠뉴스,나폴리에 합류한 첫 시즌임에도 불구하고 최고의 수비력을 보여주며 유럽 최정상급 수비수로 도약한 김민재는 이미 지난겨울부터 수비 보강을 원하는 팀들의 1순위 매물로 여겨졌다. 한때는 김민재를 원하는 빅클럽이...,https://www.xportsnews.com/article/1732642
518,15시간 전,"[게임소식] 엔씨소프트, '리니지2M' 대규모 업데이트 외",스포츠한국,사진=펄어비스 제공 펄어비스는 '검은사막 모바일'에 신규 지역 '끝없는 겨울의 산'과 신규 클래스 '가디언'을 업데이트했다. 새로운 지역에서 모험을 바로 즐기고 싶은 신규 모험가를 위해 진입 초반부터 끝없는 겨울의...,https://sports.hankooki.com/news/articleView.html?idxno=6830973
519,42분 전,"""맨유, 만약 김민재 놓칠 경우 '월드컵 우승 멤버'로 돌린다""",인터풋볼,지난해 겨울 이적시장부터 러브콜을 쏟아졌던 김민재가 시작이다. 김민재는 이미 자신이 보유한 바이아웃 가치를 뛰어넘어 '바겐세일'이라는 수식어까지 달리고 있다. 내로라하는 빅클럽들 가운데 맨유행에 무게가...,http://www.interfootball.co.kr/news/articleView.html?idxno=607587
520,18시간 전,"2년째 바람펴놓고 ""업소여성이니 난 고객이다"" 주장하는 남편",파이낸셜뉴스언론사 선정,"그는 ""남편의 소득 수준이라면 미국으로 보내는 돈이 부담될 정도는 아니었고 집 담보 대출도 없었기 때문에 따로 큰 돈 들일 일도 없어서 왠지 이상했다""며 ""작년 겨울, 아이들의 방학을 맞아 귀국했는데 남편은 오랜만에...",http://www.fnnews.com/news/202306071109479992
521,1시간 전,[공연소식] 지휘자 금난새와 함께하는 모닝콘서트,연합뉴스,"이번 공연은 멘델스존의 '현악 4중주 6번 바단조 중 1악장', 비발디의 '사계 중 겨울', 베토벤의 '현악 4중주 9번 다장조 중 4악장'을 금난새의 해설과 함께 들려준다. 연주는 지난해 미국 피시오프 체임버 콩쿠르에서...",https://www.yna.co.kr/view/AKR20230607147400005?input=1195m
522,1일 전,"2PM 우영, 日 부도칸 공연 대성황..준케이 깜짝 방문",스타뉴스,"5년 전 겨울 같은 장소에서 ""꼭 다시 돌아오겠다""고 약속하며 부른 '아마노가와~GALAXY~'(은하수~GALAXY~) 멜로디가 울려 퍼지자 곳곳에서 감동의 탄성이 터져 나왔다. 우영은 곡 제목처럼 아름답게 반짝이는...",https://www.starnewskorea.com/stview.php?no=2023060708020827967
523,1일 전,'천상의 화원' 태백 금대봉 7월까지 친환경 야생화 트레킹,뉴시스,"이상호 태백시장은 ""시의 사계절 콘텐츠로 봄은 야생화, 여름은 은하수, 가을·겨울은 자작나무와 태백산, 함백산의 설경을 집중 브랜딩해 새롭고 매력적인 도시이미지를 만들겠다""고 말했다.",http://www.newsis.com/view/?id=NISX20230607_0002329477&cID=10805&pID=10800
524,22시간 전,"마음의 짐 덜어낸 NC 이재학 ""다시 일어서고 싶었다""",연합뉴스,"FA 한파 시달렸던 이재학, 멘털 회복하고 부활 최근 3경기 평균자책점 1.00…""포기하기엔 아직 어려"" NC 다이노스의 프랜차이즈 투수 이재학(32)은 지난 겨울 매서운 한파에 시달렸다. 자유계약선수(FA) 자격을 얻은 이재학은...",https://www.yna.co.kr/view/AKR20230607068400007?input=1195m
525,11시간 전,"'자연주의 피아니스트 거장' 조지 윈스턴, 암투병 끝 별세..향년 73세",스타뉴스,조지 윈스턴은 1980년대 초 '가을'(Autumn) '봄으로 가는 겨울'(Winter Into Spring) 그리고 '12월'(December)이라는 트리오 음반으로 명성을 얻었다. 조지 윈스턴은 1998년 내한 해 당시 IMF로 실직한 한국 국민들을 위해 공연...,https://www.starnewskorea.com/stview.php?no=2023060721352416518
